Sheath MFC,Sheath Pressure,Pneum. Atomizer MFC,Pneum. Atomizer Press.,Pneum. Impactor Exhaust MFC,Pneum. Impactor Exhaust Press.,Platen Heater,Ink,Ink_temp,Substrate,Print_speed,SPC,Viscosity,Surface Tension,Density,Line,Output
9.184,0.287,1099.169,13.048,1045.432,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.122,1
9.282,0.288,1099.169,13.048,1044.455,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.122,1
9.282,0.289,1148.999,14.183,1093.307,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.129,1
9.282,0.289,1148.999,14.198,1094.284,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.129,1
9.282,0.311,1198.828,15.341,1142.159,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.15,1
9.184,0.258,195.408,0.923,144.602,0.109,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.256,195.408,0.916,145.579,0.109,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.261,245.237,1.165,194.431,0.042,69.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.259,245.237,1.165,195.408,0.044,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.261,246.214,1.165,194.431,0.043,69.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.261,296.043,1.436,245.237,0.0,69.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.265,344.895,1.758,293.112,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.267,344.895,1.766,294.089,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.269,344.895,1.766,294.089,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.288,395.701,2.168,340.987,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.287,395.701,2.161,341.964,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.287,395.701,2.168,341.964,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.292,446.507,2.601,392.77,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.292,447.484,2.608,392.77,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.31,501.221,3.106,443.576,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.31,501.221,3.114,443.576,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.322,551.05,3.67,493.405,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.322,552.027,3.663,492.428,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.325,552.027,3.67,493.405,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.33,600.879,4.256,541.28,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.331,600.879,4.256,541.28,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.32,649.731,4.879,592.086,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.336,752.32,6.337,691.744,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.337,751.343,6.344,692.721,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.336,751.343,6.344,692.721,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.315,800.195,7.077,744.504,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.313,800.195,7.077,744.504,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.314,800.195,7.077,742.55,0.0,71.1,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.314,800.195,7.077,743.527,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.282,0.316,800.195,7.077,744.504,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
9.184,0.3,849.047,7.832,794.333,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.078,1
9.282,0.3,849.047,7.817,794.333,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.078,1
9.184,0.3,848.07,7.839,793.356,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.078,1
9.282,0.305,898.876,8.733,844.162,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.083,1
9.184,0.306,898.876,8.733,844.162,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.083,1
9.184,0.298,948.705,9.678,894.968,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.086,1
9.282,0.298,948.705,9.7,894.968,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.086,1
9.184,0.298,948.705,9.685,893.991,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.086,1
9.282,0.306,1000.489,10.769,943.82,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.104,1
9.282,0.306,1000.489,10.762,944.797,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.104,1
19.345,0.311,1020.029,20.396,994.626,0.0,69.8,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.07,1
19.345,0.529,1050.318,21.612,994.626,0.0,69.8,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.105,1
19.345,0.531,1049.34,21.612,994.626,0.0,69.8,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.105,1
19.443,0.534,1049.34,21.597,994.626,0.0,69.8,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.105,1
19.345,0.535,1050.318,21.597,995.603,0.0,69.8,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.105,1
19.345,0.221,116.268,0.696,93.796,0.159,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.221,116.268,0.696,94.773,0.16,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.44,145.579,1.136,94.773,0.386,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.443,0.44,145.579,1.136,93.796,0.385,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.44,146.556,1.121,94.773,0.385,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.437,145.579,1.136,93.796,0.382,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.549,1099.169,23.443,1044.455,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.11,1
19.345,0.543,1099.169,23.443,1045.432,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.11,1
19.345,0.317,1117.733,24.249,1093.307,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.083,1
19.345,0.319,1117.733,24.249,1094.284,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.083,1
19.345,0.543,1148.999,25.407,1093.307,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.112,1
19.345,0.548,1149.976,25.407,1093.307,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.112,1
19.345,0.222,165.12,0.989,144.602,0.11,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.248,0.221,165.12,0.989,144.602,0.111,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.248,0.443,195.408,1.487,145.579,0.342,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.248,0.446,195.408,1.487,144.602,0.342,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.22,213.972,1.355,194.431,0.051,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.219,213.972,1.355,195.408,0.05,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.219,214.949,1.355,194.431,0.049,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.448,246.214,1.919,194.431,0.293,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.446,245.237,1.905,194.431,0.291,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.446,245.237,1.919,195.408,0.289,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.442,246.214,1.905,195.408,0.283,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.222,264.778,1.832,245.237,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.221,263.801,1.832,245.237,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.44,295.066,2.418,245.237,0.22,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.44,296.043,2.418,195.408,0.236,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.447,296.043,2.418,194.431,0.252,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.466,295.066,2.432,194.431,0.282,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.15,0.491,244.26,2.278,195.408,0.315,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.495,246.214,2.161,195.408,0.325,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.492,246.214,2.088,194.431,0.328,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.485,245.237,1.978,195.408,0.331,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.248,0.482,246.214,1.963,194.431,0.33,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.48,245.237,1.963,194.431,0.326,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.443,0.468,245.237,1.941,194.431,0.311,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.245,316.561,2.432,295.066,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.245,315.584,2.447,294.089,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.244,315.584,2.432,293.112,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.244,316.561,2.447,293.112,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.243,315.584,2.447,295.066,0.0,69.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.449,295.066,2.432,245.237,0.232,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.275,366.39,3.114,341.964,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.271,366.39,3.114,340.987,0.0,69.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.248,0.269,366.39,3.106,341.964,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.495,396.678,3.758,341.964,0.143,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.495,395.701,3.758,341.964,0.142,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.495,395.701,3.751,340.987,0.142,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.289,416.219,3.839,390.816,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.288,417.196,3.839,390.816,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.287,416.219,3.824,389.839,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.529,447.484,4.527,389.839,0.104,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.529,447.484,4.527,390.816,0.103,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.293,469.956,4.689,443.576,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.289,469.956,4.689,444.553,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.534,501.221,5.421,443.576,0.015,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.531,501.221,5.421,444.553,0.013,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.31,520.762,5.568,493.405,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.248,0.308,520.762,5.56,493.405,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.306,520.762,5.56,492.428,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.547,552.027,6.3,493.405,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.546,551.05,6.3,493.405,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.32,570.591,6.498,541.28,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.319,570.591,6.498,542.257,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.558,600.879,7.253,541.28,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.556,600.879,7.267,542.257,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.324,621.397,7.56,593.063,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.325,620.42,7.56,593.063,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.32,621.397,7.56,592.086,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.558,650.708,8.337,593.063,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.556,649.731,8.337,593.063,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.335,671.226,8.725,642.892,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.328,671.226,8.718,641.915,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.596,701.514,9.619,642.892,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.0,0
19.345,0.592,701.514,9.634,641.915,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.0,0
19.345,0.336,721.055,10.037,692.721,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.336,721.055,10.015,691.744,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.451,751.343,9.311,691.744,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.047,1
19.345,0.448,751.343,9.311,692.721,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.047,1
19.345,0.322,770.884,11.443,743.527,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.432,800.195,10.41,742.55,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.057,1
19.345,0.432,800.195,10.403,743.527,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.057,1
19.345,0.311,819.736,12.967,794.333,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.314,819.736,12.967,795.31,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.513,849.047,14.044,793.356,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.082,1
19.345,0.51,849.047,14.044,794.333,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.082,1
19.345,0.513,848.07,14.007,793.356,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.082,1
19.345,0.311,868.588,14.652,844.162,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.516,898.876,15.839,844.162,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.088,1
19.345,0.317,918.417,16.484,894.968,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.314,919.394,16.484,894.968,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
19.345,0.519,948.705,17.692,894.968,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.092,1
19.345,0.519,948.705,17.714,893.991,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.092,1
19.345,0.54,1000.489,19.685,943.82,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.103,1
19.345,0.543,1000.489,19.619,944.797,0.0,69.8,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.103,1
19.345,0.32,970.2,18.44,943.82,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.284,1020.029,13.912,994.626,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.048,1
29.507,0.281,1019.052,13.912,994.626,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.048,1
29.604,0.283,1020.029,13.912,995.603,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.048,1
29.604,0.476,1049.34,14.535,995.603,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.053,1
29.604,0.479,1049.34,14.535,994.626,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.053,1
29.507,0.275,116.268,0.659,94.773,0.175,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.275,116.268,0.659,93.796,0.172,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.466,145.579,1.026,93.796,0.382,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.466,145.579,1.026,94.773,0.385,69.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.275,1068.881,15.143,1044.455,0.0,69.8,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.053,1
29.507,0.275,1068.881,15.136,1045.432,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.053,1
29.507,0.479,1099.169,15.839,1044.455,0.0,68.9,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.059,1
29.604,0.476,1099.169,15.839,1044.455,0.0,68.9,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.059,1
29.507,0.482,1099.169,15.839,1043.478,0.0,68.9,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.059,1
29.507,0.266,1117.733,16.344,1093.307,0.0,70.2,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.078,1
29.507,0.269,1118.71,16.352,1093.307,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.078,1
29.507,0.269,1117.733,16.366,1094.284,0.0,70.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.078,1
29.604,0.491,1148.999,17.231,1093.307,0.0,68.9,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.075,1
29.507,0.488,1148.999,17.231,1093.307,0.0,69.5,Silver_2,30.0,LTCC,1,60.0,623,30.0,1.5,0.075,1
29.507,0.256,165.12,0.835,145.579,0.07,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.256,165.12,0.835,144.602,0.067,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.259,165.12,0.835,145.579,0.07,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.466,195.408,1.253,144.602,0.314,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.25,213.972,1.099,195.408,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.253,213.972,1.099,194.431,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.466,246.214,1.568,194.431,0.234,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.466,246.214,1.568,195.408,0.236,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.466,246.214,1.568,195.408,0.238,69.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.468,246.214,1.568,194.431,0.238,69.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.47,245.237,1.568,194.431,0.238,69.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.25,263.801,1.436,245.237,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.253,264.778,1.436,245.237,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.47,296.043,1.912,246.214,0.149,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.468,296.043,1.912,245.237,0.149,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.468,295.066,1.912,245.237,0.147,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.47,295.066,1.912,245.237,0.147,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.271,315.584,1.875,293.112,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.271,315.584,1.868,295.066,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.272,316.561,1.868,294.089,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.488,345.872,2.337,294.089,0.073,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.488,344.895,2.322,294.089,0.071,69.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.486,344.895,2.322,293.112,0.071,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.486,345.872,2.337,294.089,0.071,69.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.293,366.39,2.344,341.964,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.291,366.39,2.344,340.987,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.293,366.39,2.352,341.964,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.513,396.678,2.85,340.987,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.513,395.701,2.835,341.964,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.51,396.678,2.835,341.964,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.308,417.196,2.894,389.839,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.308,416.219,2.901,390.816,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.529,447.484,3.414,390.816,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.531,447.484,3.414,390.816,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.302,469.956,3.524,444.553,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.303,469.956,3.524,443.576,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.537,501.221,4.066,444.553,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.314,520.762,4.205,492.428,0.0,71.1,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.314,520.762,4.19,493.405,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.317,520.762,4.205,492.428,0.0,70.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.549,552.027,4.74,493.405,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.547,552.027,4.74,493.405,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.324,570.591,4.916,542.257,0.0,69.8,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.549,552.027,4.74,493.405,0.0,70.2,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.314,621.397,5.678,593.063,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.507,0.317,620.42,5.678,593.063,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
29.604,0.319,621.397,5.685,592.086,0.0,70.5,Silver_2,30.0,LTCC,0,60.0,623,30.0,1.5,0.0,0
