Sheath MFC,Sheath Pressure,Pneum. Atomizer MFC,Pneum. Atomizer Press.,Pneum. Impactor Exhaust MFC,Pneum. Impactor Exhaust Press.,Platen Heater,Ink,Ink_temp,Substrate,Print_speed,SPC,Viscosity,Surface Tension,Density,Line,Output
49.829,0.502,620.42,3.48,593.063,0.0,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.802,650.708,4.139,593.063,0.171,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.802,650.708,4.139,592.086,0.17,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.801,649.731,4.139,593.063,0.165,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.499,671.226,3.934,641.915,0.0,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.497,671.226,3.934,642.892,0.0,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.799,701.514,4.608,641.915,0.103,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.799,701.514,4.608,642.892,0.1,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.796,700.537,4.608,642.892,0.103,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
49.829,0.507,721.055,4.418,692.721,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.039,1
49.829,0.795,752.32,5.099,691.744,0.048,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.034,1
49.829,0.796,752.32,5.099,692.721,0.045,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.034,1
49.829,0.796,751.343,5.092,691.744,0.045,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.034,1
49.829,0.799,751.343,5.092,692.721,0.045,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.034,1
49.829,0.487,769.907,4.908,744.504,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.041,1
49.829,0.49,770.884,4.894,744.504,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.041,1
49.829,0.764,800.195,5.568,744.504,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.037,1
49.829,0.763,800.195,5.568,743.527,0.0,70.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.037,1
49.829,0.469,819.736,5.421,793.356,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.045,1
49.829,0.469,819.736,5.436,795.31,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.045,1
49.829,0.466,819.736,5.421,794.333,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.045,1
49.829,0.747,849.047,6.11,795.31,0.0,70.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.046,1
49.829,0.746,849.047,6.11,794.333,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.046,1
49.829,0.741,849.047,6.095,793.356,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.046,1
49.829,0.464,868.588,6.022,844.162,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.063,1
49.829,0.745,898.876,6.718,845.139,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.046,1
49.829,0.746,898.876,6.718,844.162,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.046,1
49.829,0.453,918.417,6.652,894.968,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.072,1
49.829,0.453,918.417,6.667,893.991,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.072,1
49.829,0.751,948.705,7.363,894.968,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.059,1
49.829,0.747,949.682,7.363,894.968,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.059,1
49.829,0.737,948.705,7.355,893.991,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.059,1
49.731,0.74,948.705,7.341,894.968,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.059,1
49.829,0.469,970.2,7.399,943.82,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.083,1
59.795,0.545,1020.029,8.088,994.626,0.0,69.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.075,1
59.893,0.543,1020.029,8.095,995.603,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.075,1
59.795,0.542,1020.029,8.095,996.58,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.075,1
59.795,0.54,1020.029,8.095,995.603,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.075,1
59.893,0.54,1020.029,8.088,994.626,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.075,1
59.893,0.54,1020.029,8.073,996.58,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.075,1
59.893,0.546,115.291,0.894,93.796,0.495,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.543,116.268,0.894,94.773,0.493,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.827,146.556,1.37,94.773,0.778,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.531,1068.881,8.791,1045.432,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.078,1
59.795,0.531,1068.881,8.799,1044.455,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.078,1
59.795,0.532,1069.858,8.799,1044.455,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.078,1
59.795,0.53,1068.881,8.799,1043.478,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.078,1
59.795,0.574,165.12,1.062,144.602,0.476,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.57,165.12,1.062,145.579,0.473,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.564,165.12,1.062,145.579,0.464,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.814,195.408,1.502,144.602,0.717,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.814,195.408,1.495,145.579,0.717,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.658,195.408,1.253,145.579,0.548,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.661,195.408,1.275,145.579,0.551,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.667,195.408,1.275,144.602,0.557,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.673,187.592,1.267,145.579,0.563,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.668,164.143,1.209,144.602,0.567,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.662,166.097,1.187,144.602,0.564,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.659,165.12,1.187,145.579,0.564,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.656,165.12,1.187,145.579,0.562,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.65,165.12,1.172,144.602,0.556,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.641,165.12,1.15,144.602,0.546,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.817,246.214,1.678,194.431,0.662,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.68,264.778,1.553,245.237,0.474,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.604,264.778,1.458,246.214,0.391,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.595,263.801,1.443,245.237,0.381,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.592,264.778,1.429,245.237,0.375,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.57,263.801,1.407,246.214,0.354,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.827,296.043,1.897,246.214,0.609,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.825,296.043,1.883,245.237,0.607,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.825,295.066,1.897,245.237,0.609,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.825,296.043,1.897,245.237,0.607,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.823,296.043,1.897,246.214,0.607,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.697,0.821,296.043,1.883,245.237,0.606,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.722,296.043,1.751,245.237,0.499,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.725,295.066,1.751,245.237,0.502,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.726,296.043,1.751,245.237,0.505,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.734,296.043,1.766,246.214,0.512,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.735,272.594,1.722,245.237,0.514,69.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.729,264.778,1.663,245.237,0.515,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.711,264.778,1.612,245.237,0.507,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.833,344.895,2.154,294.089,0.549,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.833,345.872,2.139,294.089,0.549,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.832,344.895,2.139,293.112,0.548,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.557,366.39,1.883,341.964,0.204,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.556,366.39,1.883,341.964,0.204,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.557,365.413,1.883,341.964,0.203,69.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.874,395.701,2.498,341.964,0.526,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.874,395.701,2.491,341.964,0.526,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.873,396.678,2.491,341.964,0.525,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.874,396.678,2.491,340.987,0.525,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.557,366.39,1.883,340.987,0.204,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.556,366.39,1.883,341.964,0.204,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.902,447.484,2.813,389.839,0.488,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.902,447.484,2.813,390.816,0.485,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.587,470.933,2.491,443.576,0.092,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.586,469.956,2.498,444.553,0.092,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.587,469.956,2.498,443.576,0.088,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.586,469.956,2.491,443.576,0.085,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.91,501.221,3.128,444.553,0.424,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.911,501.221,3.128,443.576,0.424,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.606,520.762,2.857,493.405,0.055,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.93,552.027,3.495,492.428,0.386,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.93,552.027,3.495,493.405,0.385,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.928,551.05,3.495,492.428,0.385,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.928,551.05,3.495,493.405,0.383,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.924,551.05,3.487,492.428,0.38,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.607,520.762,2.857,492.428,0.057,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.922,600.879,3.861,541.28,0.314,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.923,600.879,3.861,542.257,0.314,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.603,620.42,3.604,593.063,0.0,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.921,600.879,3.853,541.28,0.316,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.922,600.879,3.853,542.257,0.316,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.922,600.879,3.853,542.257,0.314,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.893,0.918,649.731,4.256,593.063,0.252,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.917,649.731,4.256,593.063,0.25,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.916,649.731,4.249,592.086,0.25,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.916,650.708,4.256,593.063,0.25,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
59.795,0.601,722.032,4.535,691.744,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.033,1
59.795,0.6,721.055,4.535,693.698,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.033,1
59.893,0.6,721.055,4.52,692.721,0.0,70.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.033,1
59.893,0.927,751.343,5.231,692.721,0.128,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.051,1
59.795,0.579,770.884,5.018,744.504,0.0,70.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.038,1
59.795,0.58,770.884,5.018,743.527,0.0,70.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.038,1
59.893,0.582,770.884,5.018,743.527,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.038,1
59.795,0.894,800.195,5.685,744.504,0.024,70.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.058,1
59.893,0.894,800.195,5.678,743.527,0.024,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.058,1
59.795,0.891,800.195,5.685,743.527,0.026,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.058,1
59.795,0.563,819.736,5.524,794.333,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.038,1
59.893,0.562,819.736,5.524,794.333,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.038,1
59.795,0.863,849.047,6.22,793.356,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.066,1
59.795,0.866,849.047,6.205,795.31,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.066,1
59.893,0.866,849.047,6.22,794.333,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.066,1
59.697,0.862,849.047,6.22,794.333,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.066,1
59.795,0.86,849.047,6.205,794.333,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.066,1
59.795,0.558,868.588,6.088,844.162,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.05,1
59.893,0.556,868.588,6.088,844.162,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.05,1
59.893,0.868,899.853,6.842,844.162,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.083,1
59.795,0.867,898.876,6.842,844.162,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.083,1
59.795,0.867,899.853,6.828,845.139,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.083,1
59.795,0.545,918.417,6.703,894.968,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.06,1
59.795,0.872,948.705,7.487,894.968,0.0,70.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.105,1
59.795,0.563,970.2,7.399,944.797,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.067,1
59.795,0.562,970.2,7.399,943.82,0.0,69.8,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.067,1
69.663,0.658,1020.029,8.498,995.603,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.081,1
69.565,0.656,1020.029,8.498,994.626,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.081,1
69.663,0.654,1020.029,8.484,996.58,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.081,1
69.663,0.653,1020.029,8.484,994.626,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.081,1
69.663,0.624,116.268,1.026,94.773,0.581,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.623,116.268,1.026,94.773,0.58,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.941,146.556,1.538,94.773,0.906,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.941,145.579,1.538,94.773,0.904,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.94,146.556,1.538,93.796,0.905,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.63,1069.858,9.216,1045.432,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.091,1
69.663,0.625,1068.881,9.209,1044.455,0.0,69.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.091,1
69.663,0.628,1069.858,9.216,1044.455,0.0,69.5,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.091,1
69.663,0.606,1118.71,9.978,1093.307,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.113,1
69.663,0.606,1117.733,9.963,1093.307,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.113,1
69.663,0.612,1118.71,9.963,1094.284,0.0,70.2,Tungsten,30.0,LTCC,1,60.0,275,29.0,2.4,0.113,1
69.663,0.611,165.12,1.136,144.602,0.526,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.612,165.12,1.121,145.579,0.526,70.8,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.611,166.097,1.136,145.579,0.525,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.611,165.12,1.136,144.602,0.524,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.939,196.385,1.685,144.602,0.861,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.937,195.408,1.685,145.579,0.861,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.939,195.408,1.685,144.602,0.862,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.607,213.972,1.282,195.408,0.477,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.607,213.972,1.282,194.431,0.476,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.607,213.972,1.282,195.408,0.475,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.604,214.949,1.282,194.431,0.475,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.606,213.972,1.267,194.431,0.475,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.606,214.949,1.267,194.431,0.473,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.606,213.972,1.282,196.385,0.473,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.943,246.214,1.868,194.431,0.821,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.941,246.214,1.868,195.408,0.821,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.623,264.778,1.502,245.237,0.433,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.618,263.801,1.502,246.214,0.432,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.615,264.778,1.487,246.214,0.427,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.613,263.801,1.487,245.237,0.427,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.952,295.066,2.088,245.237,0.778,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.952,296.043,2.088,245.237,0.777,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.952,296.043,2.088,246.214,0.775,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.949,295.066,2.088,245.237,0.772,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.946,296.043,2.088,245.237,0.772,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.625,264.778,1.502,245.237,0.44,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.623,263.801,1.502,245.237,0.44,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.977,345.872,2.381,294.089,0.751,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.977,345.872,2.381,294.089,0.75,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.977,345.872,2.366,295.066,0.747,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.976,344.895,2.381,294.089,0.745,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.973,344.895,2.366,294.089,0.741,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.971,344.895,2.366,295.066,0.74,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.971,344.895,2.381,293.112,0.739,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.971,345.872,2.359,293.112,0.739,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.662,366.39,2.051,340.987,0.35,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.661,366.39,2.051,341.964,0.35,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.659,366.39,2.066,341.964,0.348,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,1.006,396.678,2.696,341.964,0.717,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,1.004,396.678,2.696,340.987,0.717,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,1.004,395.701,2.689,341.964,0.717,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,1.001,395.701,2.674,340.987,0.711,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.69,417.196,2.396,389.839,0.314,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.689,417.196,2.381,390.816,0.314,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,0.689,417.196,2.396,390.816,0.314,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.689,416.219,2.381,390.816,0.313,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,1.028,447.484,2.989,392.77,0.672,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,1.024,447.484,2.989,393.747,0.668,70.5,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,1.02,447.484,2.982,392.77,0.662,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.565,1.018,447.484,2.967,391.793,0.662,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,1.009,448.461,2.967,392.77,0.65,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.686,469.956,2.674,443.576,0.238,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
69.663,0.686,469.956,2.674,444.553,0.234,70.2,Tungsten,30.0,LTCC,0,60.0,275,29.0,2.4,0.0,0
